0_RfR 0,0_RfR 1,0_RfR 2,0_RfR 3,0_RfR 4,1_RfR 0,1_RfR 1,1_RfR 2,1_RfR 3,1_RfR 4,2_RfR 0,2_RfR 1,2_RfR 2,2_RfR 3,2_RfR 4,3_RfR 0,3_RfR 1,3_RfR 2,3_RfR 3,3_RfR 4,4_RfR 0,4_RfR 1,4_RfR 2,4_RfR 3,4_RfR 4,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.1_DikeIncrease 3,A.1_DikeIncrease 4,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.2_DikeIncrease 3,A.2_DikeIncrease 4,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.3_DikeIncrease 3,A.3_DikeIncrease 4,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.4_DikeIncrease 3,A.4_DikeIncrease 4,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.5_DikeIncrease 3,A.5_DikeIncrease 4,Total_period_Costs_0,Total_period_Costs_1,Expected Annual Damage A4_,Expected Annual Damage A5_,Total Costs,Expected Number of Deaths_
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,1,2,0,5,0,0,0,0,189273678.29304126,15514992.56507322,538619.0276035066,0.0,352746980.99276847,0.10912441866331926
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,0,0,5,0,0,0,0,191490344.10026902,14504870.017142836,2360048.0612223423,0.0,310667214.19299805,0.0906065450438968
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,2,2,0,5,0,0,0,0,182381530.7326265,10147038.550914202,538619.0276035066,5778269.22725587,387791719.8771874,0.02803143824356077
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,1,0,0,5,0,1,0,0,192726705.1514318,10017865.676381396,538619.0276035066,0.0,357140201.1419347,0.01005274382191403
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,1,0,0,6,0,0,0,0,183453688.03758824,10017216.90074899,538619.0276035066,0.0,402847214.9322579,0.06701829214609353
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,1,0,5,0,0,0,0,192914648.09115112,15432928.959714323,0.0,0.0,317375873.58688086,0.040197008579972354
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,4,0,0,0,0,7,0,1,1,0,5,0,0,0,0,181649393.31382906,14173480.932252442,0.0,0.0,428706059.06823987,0.10138007146328352
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,3,0,0,0,0,4,0,0,0,0,5,0,2,1,0,5,0,0,0,0,176837737.3432879,12554705.056956107,538619.0276035066,5809478.025620518,454308382.53497124,0.010346026941755402
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,3,0,6,0,0,0,0,198074645.3842598,7626511.652758503,8318986.447912295,6073644.0485783275,328249803.89304334,0.007411581553356557
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,1,0,5,0,0,0,0,181570881.6924268,10709965.83480394,1895922.0985345836,3852179.484837246,382608281.4859886,0.011382499975858548
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,6,0,0,5,0,0,0,0,181578668.5232535,44917843.01097717,1680169.341711626,5840336.074223428,373416561.05015963,0.09540601459238204
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,3,0,5,0,0,0,0,181570180.13565916,10709264.278036334,2380729.646235037,3852179.484837246,378051712.10501015,0.07629803976260134
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,0,0,5,0,0,0,0,190855355.96536726,16264899.470543528,1663859.1171907042,0.0,318085379.4254891,0.04065052749651463
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,1,0,0,6,0,0,0,0,196323858.92754397,10018022.909064073,538619.0276035066,0.0,331120531.3662757,0.008042195057531223
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,183784790.3350039,44918617.73178253,3851862.61627899,0.0,357560115.5871786,0.013221673393706609
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,1,0,0,0,5,0,0,0,0,186734071.49102598,47782923.446261555,1807791.1226954716,0.0,352087878.0471134,0.007932116691462642
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,191950874.64671487,35357505.6239353,0.0,0.0,331448444.791118,0.03200809705200017
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,1,0,0,179353960.6507282,11719833.148263503,1234807.9716351442,0.0,427688222.7860335,0.03219277560953367
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,189274706.34965286,15516020.621684821,1234807.9716351442,0.0,337001440.9759218,0.013172395325393476
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,7,0,5,0,0,0,0,162818848.15460113,69016947.1714691,2385893.6743295896,3450618.263338705,388838621.03120273,0.021265397085464006
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,163630323.0834439,61526872.36815879,269309.5138017533,7178151.794250241,371097513.8578254,0.019301761099089466
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,194439545.01729983,10709264.278036334,3814470.704323703,0.0,294233205.8984587,0.07150508046273336
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,1,5,0,1,0,0,192726056.3757994,10017216.90074899,1002744.9902912651,0.0,357601146.4043188,0.06744865373384445
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,2,0,1,0,5,0,0,0,0,190855919.78056252,23820251.189136542,831929.5585953521,0.0,323706028.41605484,0.013474589346081162
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,3,0,0,5,0,0,1,0,5,0,0,0,0,179353514.3284314,11719386.825966718,770682.0089473858,3872985.350413679,431318624.1493939,0.08202522339728155
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,6,0,0,0,0,166416111.65882736,50356322.05448293,2359428.1098423717,0.0,365462587.79267424,0.018213019423155216
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,1,0,0,5,0,0,0,0,190854825.3157717,16264368.820947997,2360048.0612223423,0.0,316339654.4466063,0.11356367431638925
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5,2,0,0,0,0,3,0,0,0,0,5,0,0,2,0,5,0,0,0,0,172462307.70240787,40552464.09154549,772444.4781079402,3893557.3828156185,489022821.1294757,0.025691930072594335
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,1,0,5,0,0,0,0,190523056.98530868,15246684.94481699,0.0,0.0,345016793.70936054,0.013043286849068199
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,193471256.0087939,11450077.312164964,0.0,0.0,326620797.2259167,0.0883484727237718
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,1,0,1,0,5,0,0,0,0,179354255.29318193,18927903.31252756,269309.5138017533,0.0,412316387.4349411,0.013284548027647088
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,3,0,0,5,0,1,0,0,192222879.21007204,11719386.825966718,538619.0276035066,0.0,365259012.5612082,0.08877883431152273
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,1,5,0,0,0,1,192222879.21007204,11719386.825966718,1002744.9902912651,0.0,363200399.1697445,0.08920919589927365
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,3,0,0,1,0,7,0,0,1,0,5,0,0,1,0,182277804.81533882,11450797.217629345,0.0,0.0,457162943.59088594,0.011946638378640018
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,181683084.5223732,12285369.380088275,0.0,0.0,402427559.7592328,0.00950064646427464
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,0,0,5,0,0,0,0,180935648.2990781,12469750.029757796,1663859.1171907042,0.0,379159783.6923713,0.011108705709955959
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,0,0,5,0,0,0,0,177915888.13989222,15006432.17764983,1663859.1171907042,0.0,385234268.1030793,0.012618800507229484
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,4,0,0,0,0,5,0,2,1,0,5,0,3,0,0,176836896.59608707,12553864.30975529,538619.0276035066,0.0,479722552.5969398,0.05935820747303634
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,4,0,0,0,0,5,0,0,1,0,5,0,1,0,0,178725822.732386,14442790.446054196,770682.0089473858,0.0,447111475.6672009,0.10202561384490991
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,0,2,5,0,0,0,0,194439545.01729983,10709264.278036334,2127985.079878463,1926089.742418623,310376245.2701162,0.07307214693224529
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,5,0,1,0,0,6,0,0,0,0,185979082.11641344,44347683.73661819,539850.7929936647,0.0,364486562.0313386,0.08537413532351144
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,1,0,1,0,5,0,0,0,0,192223620.17482257,18927903.31252756,269309.5138017533,0.0,340585752.3165817,0.013284548027647088
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,191490344.10026902,14504870.017142836,3814470.704323703,0.0,304891587.7062943,0.0918506648145299
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,5,0,0,0,3,4,1,1,0,0,6,0,0,0,0,171915820.20601285,19278355.490153417,1101239.0723971054,0.0,488345902.5369727,0.02807147883043855
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,2,0,6,0,0,0,0,184702064.83631015,9747907.386947237,0.0,0.0,405318939.27131796,0.06658793055834261
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,1,0,0,5,0,0,0,0,184528557.6181509,41122925.44973729,2377950.3970544524,0.0,350451949.2799549,0.00997881833348051
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,3,1,0,5,0,0,0,0,186734071.49102598,41123092.23166732,1680169.341711626,5840336.074223428,368237411.12176484,0.00900725162887026
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,184199607.57604718,11450797.217629345,0.0,0.0,401952028.4150275,0.01325227090856577
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,170149579.9971914,96024177.92941369,0.0,0.0,421403332.16752493,0.22462127510202928
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,5,1,0,6,0,0,0,0,169364959.07212266,98298038.55691552,1663239.1658107336,0.0,419827554.3458643,0.019617605268930586
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,7,6,0,0,0,0,176591868.1752265,37894153.032941595,0.0,0.0,427230657.81763756,0.044592220362612886
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,2,0,5,0,0,0,0,182381136.41495502,10146644.233242735,770682.0089473858,3852179.484837246,376819194.25424737,0.07505391999196824
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,1,5,0,0,0,0,189777298.38007262,13813265.561159523,1002744.9902912651,1936492.6752068396,340580885.37698245,0.03270168175723612
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,1,0,0,5,0,0,0,0,195250501.29659563,10146644.233242735,538619.0276035066,5778269.22725587,305586305.867982,0.07786510623211326
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,1,2,0,6,0,0,0,0,196323052.91922888,10017216.90074899,538619.0276035066,0.0,340086342.96293664,0.06701829214609353
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,5,0,7,5,0,0,0,0,178726598.18504024,14443565.898708481,538619.0276035066,0.0,408862671.8781763,0.01564908865697355
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,1,0,0,5,0,0,0,0,182252515.09077635,10018022.909064073,538619.0276035066,5809478.025620518,407459282.69257957,0.009137951103936582
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,3,5,0,0,0,7,176837737.3432879,12554705.056956107,1002744.9902912651,0.0,460593697.1205905,0.00960393324533486
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,190275980.24292424,35357805.00286579,0.0,0.0,329774747.90304935,0.0048012145578000265
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,1,0,0,166879614.07028294,51525558.37275492,0.0,4004448.7984843655,388782594.9863517,0.155251738500199
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,158554222.24986038,45727728.234406225,0.0,0.0,439335559.55910563,0.1165393698438002
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,4,0,3,0,3,4,0,0,0,0,6,0,0,0,0,185205408.59583494,7626639.745974308,13328909.540573077,0.0,447541211.58520687,0.005342042486224007
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,1,0,5,0,0,0,0,194440416.59841347,10710135.859149974,1895922.0985345836,3852179.484837246,310878532.0138366,0.009105999980686836
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,3,0,0,0,0,5,0,7,0,0,5,0,1,0,0,172461921.60837406,40552077.997511685,539850.7929936647,0.0,493389196.69430035,0.05199315295835142
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,5,5,0,0,0,0,192726447.16770974,10017607.692659333,1002744.9902912651,1936492.6752068396,335538792.0898525,0.025377271390589363
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,1,0,5,0,0,0,0,181578668.5232535,44917843.01097717,2869254.470129299,0.0,361598335.8758622,0.08729552303601464
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,7,0,0,7,0,1,0,0,172395511.42394486,49524618.02157172,0.0,0.0,411807207.07951283,0.017984477836223346
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,1,0,1,0,5,0,0,0,0,190855919.78056252,22932834.069834087,1333302.0537409848,0.0,322795201.3281799,0.013526232736611273
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,1,0,0,189274176.74473172,15515491.016763693,1234807.9716351442,0.0,366616230.1224781,0.03951718597618043
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,1,0,6,0,0,0,0,196323052.91922888,10017216.90074899,770682.0089473858,0.0,331348642.7952424,0.067233472939969
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,193351449.61515826,9877716.3519895,0.0,0.0,374764095.8807829,0.024608031675228317
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,2,0,0,5,0,0,0,0,194440561.8619324,10710281.122668914,1663859.1171907042,5778269.22725587,306253170.39992523,0.009443342329504237
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,195251155.9255424,10147298.862189505,1234807.9716351442,0.0,293030392.6345934,0.01041473212675173
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,3,0,0,0,0,5,2,0,0,1,5,0,0,0,0,185332082.8089594,51215755.82667386,269925.39649683237,8099576.302141316,367258653.37326133,0.00924677466558868
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,0,3,5,0,0,0,0,191490344.10026902,14504870.017142836,2127985.079878463,1926089.742418623,322361086.4031225,0.09341773128404182
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,0,0,0,5,0,0,0,0,190855919.78056252,25102881.924604636,831929.5585953521,0.0,317256053.94364226,0.013474589346081162
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,2,0,0,6,0,0,0,0,185167878.2358563,10709965.83480394,1663859.1171907042,0.0,375800331.72160715,0.010442312746571083
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,7,1,1,5,0,1,0,0,179232754.9315904,12554705.056956107,538619.0276035066,0.0,465977378.3981496,0.00955228985480475
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,192915168.3945979,15433449.263161108,0.0,0.0,309645869.89623415,0.013399002859990784
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,192223620.17482257,11720127.79071724,1234807.9716351442,0.0,326341623.7087809,0.013413656503972365
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,5,0,0,0,0,153710051.60195956,45998240.44245856,770682.0089473858,3450618.263338705,426420012.52360106,0.01626620358360346
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,1,1,0,6,0,0,0,0,198074435.211896,7626301.480394706,8318986.447912295,9110466.07286749,336323427.623538,0.019508829312321715
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,3,1,0,5,0,0,0,0,191490344.10026902,14504870.017142836,1663859.1171907042,5778269.22725587,326185512.9520299,0.09904010376433187
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,176334674.70898262,14256989.513595873,1234807.9716351442,0.0,404147641.11278117,0.012241020000451418
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,1,5,0,0,0,0,192726862.38411447,10018022.909064073,1002744.9902912651,1936492.6752068396,329924411.4993566,0.008459090463529786
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,0,0,0,0,0,3,0,0,10,0,0,1,0,6,0,1,0,0,172477607.93825316,45728675.2528786,0.0,0.0,483351321.30704844,0.01358519714469068
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,1,0,2,0,5,0,0,0,0,181570881.6924268,17377347.991994653,1333302.0537409848,3852179.484837246,383241894.5423549,0.011320293987326892
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,3,0,0,0,0,5,0,1,1,0,5,0,0,0,0,178513840.50551668,15903996.89465432,0.0,0.0,427441217.7547104,0.015979047115476427
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,1,5,6,0,0,0,0,185167599.26387107,10709686.862818705,2612792.6275789165,0.0,388684907.5804473,0.025365775135836894
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,162817746.61733302,50354953.5564181,3813049.4383327477,0.0,356082495.8184251,0.15301807574220924
