0_RfR 0,0_RfR 1,0_RfR 2,0_RfR 3,0_RfR 4,1_RfR 0,1_RfR 1,1_RfR 2,1_RfR 3,1_RfR 4,2_RfR 0,2_RfR 1,2_RfR 2,2_RfR 3,2_RfR 4,3_RfR 0,3_RfR 1,3_RfR 2,3_RfR 3,3_RfR 4,4_RfR 0,4_RfR 1,4_RfR 2,4_RfR 3,4_RfR 4,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.1_DikeIncrease 3,A.1_DikeIncrease 4,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.2_DikeIncrease 3,A.2_DikeIncrease 4,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.3_DikeIncrease 3,A.3_DikeIncrease 4,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.4_DikeIncrease 3,A.4_DikeIncrease 4,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.5_DikeIncrease 3,A.5_DikeIncrease 4,Total_period_Costs_0,Total_period_Costs_1,Expected Annual Damage A4_,Expected Annual Damage A5_,Total Costs,Expected Number of Deaths_,scenario_name
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,3,0,0,0,6,0,0,1,0,6,0,0,0,0,158555169.26833275,64480804.94716108,0.0,0.0,432241152.20537794,0.011637342978751,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,1,5,0,0,0,0,195251314.57679304,10147457.513440134,1002744.9902912652,1926089.742418623,302202497.251223,0.0086691280502187,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,1,2,0,5,0,0,0,0,189273678.2930413,15514992.56507322,538619.0276035066,0.0,352746980.99276847,0.1091244186633192,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,0,0,5,0,0,0,0,191490344.10026905,14504870.017142836,2360048.0612223423,0.0,310667214.19299805,0.0906065450438968,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,2,2,0,5,0,0,0,0,182381530.7326265,10147038.550914202,538619.0276035066,5778269.22725587,387791719.8771874,0.0280314382435607,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,1,0,0,5,0,1,0,0,192726705.1514318,10017865.676381396,538619.0276035066,0.0,357140201.1419347,0.010052743821914,good_scen
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,1,0,0,6,0,0,0,0,183453688.03758824,10017216.90074899,538619.0276035066,0.0,402847214.9322579,0.0670182921460935,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,1,0,5,0,0,0,0,192914648.09115112,15432928.959714323,0.0,0.0,317375873.58688086,0.0401970085799723,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,4,0,0,0,0,7,0,1,1,0,5,0,0,0,0,181649393.31382903,14173480.932252442,0.0,0.0,428706059.0682399,0.1013800714632835,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,3,0,0,0,0,4,0,0,0,0,5,0,2,1,0,5,0,0,0,0,176837737.3432879,12554705.056956109,538619.0276035066,5809478.025620518,454308382.5349712,0.0103460269417554,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,3,0,6,0,0,0,0,198074645.3842598,7626511.652758503,8318986.447912295,6073644.048578328,328249803.89304334,0.0074115815533565,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,1,0,5,0,0,0,0,181570881.6924268,10709965.83480394,1895922.098534584,3852179.484837246,382608281.4859886,0.0113824999758585,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,6,0,0,5,0,0,0,0,181578668.5232535,44917843.01097717,1680169.341711626,5840336.074223428,373416561.0501596,0.095406014592382,good_scen
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,3,0,5,0,0,0,0,181570180.1356592,10709264.278036334,2380729.646235037,3852179.484837246,378051712.10501015,0.0762980397626013,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,0,0,5,0,0,0,0,190855355.9653673,16264899.470543528,1663859.1171907042,0.0,318085379.4254891,0.0406505274965146,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,1,0,0,6,0,0,0,0,196323858.927544,10018022.909064071,538619.0276035066,0.0,331120531.3662757,0.0080421950575312,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,183784790.3350039,44918617.73178253,3851862.61627899,0.0,357560115.5871786,0.0132216733937066,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,1,0,0,0,5,0,0,0,0,186734071.491026,47782923.44626156,1807791.122695472,0.0,352087878.0471134,0.0079321166914626,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,191950874.64671487,35357505.6239353,0.0,0.0,331448444.791118,0.0320080970520001,good_scen
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,1,0,0,179353960.6507282,11719833.148263505,1234807.9716351442,0.0,427688222.7860335,0.0321927756095336,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,189274706.3496529,15516020.62168482,1234807.9716351442,0.0,337001440.9759218,0.0131723953253934,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,7,0,5,0,0,0,0,162818848.15460113,69016947.1714691,2385893.6743295896,3450618.263338705,388838621.03120273,0.021265397085464,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,163630323.0834439,61526872.36815879,269309.5138017533,7178151.794250241,371097513.8578254,0.0193017610990894,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,194439545.01729983,10709264.278036334,3814470.704323703,0.0,294233205.8984587,0.0715050804627333,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,1,5,0,1,0,0,192726056.3757994,10017216.90074899,1002744.9902912652,0.0,357601146.4043188,0.0674486537338444,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,2,0,1,0,5,0,0,0,0,190855919.7805625,23820251.189136542,831929.5585953521,0.0,323706028.41605484,0.0134745893460811,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,3,0,0,5,0,0,1,0,5,0,0,0,0,179353514.3284314,11719386.825966718,770682.0089473858,3872985.350413679,431318624.1493939,0.0820252233972815,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,6,0,0,0,0,166416111.65882736,50356322.05448293,2359428.109842372,0.0,365462587.79267424,0.0182130194231552,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,1,0,0,5,0,0,0,0,190854825.3157717,16264368.820947995,2360048.0612223423,0.0,316339654.4466063,0.1135636743163892,good_scen
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5,2,0,0,0,0,3,0,0,0,0,5,0,0,2,0,5,0,0,0,0,172462307.70240787,40552464.09154549,772444.4781079402,3893557.3828156185,489022821.1294757,0.0256919300725943,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,1,0,5,0,0,0,0,190523056.98530868,15246684.94481699,0.0,0.0,345016793.70936054,0.0130432868490681,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,193471256.0087939,11450077.312164964,0.0,0.0,326620797.2259167,0.0883484727237718,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,1,0,1,0,5,0,0,0,0,179354255.29318193,18927903.31252756,269309.5138017533,0.0,412316387.4349411,0.013284548027647,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,3,0,0,5,0,1,0,0,192222879.21007204,11719386.825966718,538619.0276035066,0.0,365259012.5612082,0.0887788343115227,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,1,5,0,0,0,1,192222879.21007204,11719386.825966718,1002744.9902912652,0.0,363200399.1697445,0.0892091958992736,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,3,0,0,1,0,7,0,0,1,0,5,0,0,1,0,182277804.8153388,11450797.217629343,0.0,0.0,457162943.59088594,0.01194663837864,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,181683084.5223732,12285369.380088275,0.0,0.0,402427559.7592328,0.0095006464642746,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,0,0,5,0,0,0,0,180935648.2990781,12469750.029757796,1663859.1171907042,0.0,379159783.6923713,0.0111087057099559,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,0,0,5,0,0,0,0,177915888.13989222,15006432.17764983,1663859.1171907042,0.0,385234268.1030793,0.0126188005072294,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,4,0,0,0,0,5,0,2,1,0,5,0,3,0,0,176836896.59608707,12553864.30975529,538619.0276035066,0.0,479722552.5969398,0.0593582074730363,good_scen
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,4,0,0,0,0,5,0,0,1,0,5,0,1,0,0,178725822.732386,14442790.446054196,770682.0089473858,0.0,447111475.6672009,0.1020256138449099,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,0,2,5,0,0,0,0,194439545.01729983,10709264.278036334,2127985.079878463,1926089.742418623,310376245.2701162,0.0730721469322452,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,5,0,1,0,0,6,0,0,0,0,185979082.11641344,44347683.73661819,539850.7929936647,0.0,364486562.0313386,0.0853741353235114,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,1,0,1,0,5,0,0,0,0,192223620.17482257,18927903.31252756,269309.5138017533,0.0,340585752.3165817,0.013284548027647,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,191490344.10026905,14504870.017142836,3814470.704323703,0.0,304891587.7062943,0.0918506648145299,good_scen
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,5,0,0,0,3,4,1,1,0,0,6,0,0,0,0,171915820.20601285,19278355.490153417,1101239.0723971054,0.0,488345902.5369727,0.0280714788304385,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,2,0,6,0,0,0,0,184702064.83631012,9747907.386947235,0.0,0.0,405318939.271318,0.0665879305583426,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,1,0,0,5,0,0,0,0,184528557.6181509,41122925.44973729,2377950.3970544524,0.0,350451949.2799549,0.0099788183334805,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,3,1,0,5,0,0,0,0,186734071.491026,41123092.23166732,1680169.341711626,5840336.074223428,368237411.1217648,0.0090072516288702,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,184199607.5760472,11450797.217629343,0.0,0.0,401952028.4150275,0.0132522709085657,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,170149579.9971914,96024177.92941368,0.0,0.0,421403332.1675249,0.2246212751020292,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,5,1,0,6,0,0,0,0,169364959.07212266,98298038.55691552,1663239.1658107336,0.0,419827554.3458643,0.0196176052689305,good_scen
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,7,6,0,0,0,0,176591868.1752265,37894153.0329416,0.0,0.0,427230657.8176376,0.0445922203626128,good_scen
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,2,0,5,0,0,0,0,182381136.41495505,10146644.233242735,770682.0089473858,3852179.484837246,376819194.25424737,0.0750539199919682,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,1,5,0,0,0,0,189777298.38007265,13813265.561159523,1002744.9902912652,1936492.67520684,340580885.37698245,0.0327016817572361,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,1,0,0,5,0,0,0,0,195250501.29659563,10146644.233242735,538619.0276035066,5778269.22725587,305586305.867982,0.0778651062321132,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,1,2,0,6,0,0,0,0,196323052.91922888,10017216.90074899,538619.0276035066,0.0,340086342.96293664,0.0670182921460935,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,5,0,7,5,0,0,0,0,178726598.18504024,14443565.89870848,538619.0276035066,0.0,408862671.8781763,0.0156490886569735,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,1,0,0,5,0,0,0,0,182252515.09077635,10018022.909064071,538619.0276035066,5809478.025620518,407459282.6925796,0.0091379511039365,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,3,5,0,0,0,7,176837737.3432879,12554705.056956109,1002744.9902912652,0.0,460593697.1205905,0.0096039332453348,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,190275980.24292424,35357805.00286579,0.0,0.0,329774747.90304935,0.0048012145578,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,1,0,0,166879614.07028294,51525558.37275492,0.0,4004448.7984843655,388782594.9863517,0.155251738500199,good_scen
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,158554222.24986038,45727728.23440623,0.0,0.0,439335559.5591056,0.1165393698438002,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,4,0,3,0,3,4,0,0,0,0,6,0,0,0,0,185205408.5958349,7626639.745974308,13328909.540573075,0.0,447541211.58520687,0.005342042486224,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,1,0,5,0,0,0,0,194440416.59841347,10710135.859149974,1895922.098534584,3852179.484837246,310878532.0138366,0.0091059999806868,good_scen
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,3,0,0,0,0,5,0,7,0,0,5,0,1,0,0,172461921.60837406,40552077.997511685,539850.7929936647,0.0,493389196.6943004,0.0519931529583514,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,5,5,0,0,0,0,192726447.1677097,10017607.692659331,1002744.9902912652,1936492.67520684,335538792.0898525,0.0253772713905893,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,1,0,5,0,0,0,0,181578668.5232535,44917843.01097717,2869254.470129299,0.0,361598335.8758622,0.0872955230360146,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,7,0,0,7,0,1,0,0,172395511.42394486,49524618.02157172,0.0,0.0,411807207.0795128,0.0179844778362233,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,1,0,1,0,5,0,0,0,0,190855919.7805625,22932834.069834087,1333302.0537409848,0.0,322795201.3281799,0.0135262327366112,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,1,0,0,189274176.7447317,15515491.016763693,1234807.9716351442,0.0,366616230.1224781,0.0395171859761804,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,1,0,6,0,0,0,0,196323052.91922888,10017216.90074899,770682.0089473858,0.0,331348642.7952424,0.067233472939969,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,193351449.61515823,9877716.3519895,0.0,0.0,374764095.8807829,0.0246080316752283,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,2,0,0,5,0,0,0,0,194440561.8619324,10710281.122668914,1663859.1171907042,5778269.22725587,306253170.39992523,0.0094433423295042,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,195251155.9255424,10147298.862189503,1234807.9716351442,0.0,293030392.6345934,0.0104147321267517,good_scen
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,3,0,0,0,0,5,2,0,0,1,5,0,0,0,0,185332082.8089594,51215755.82667386,269925.3964968324,8099576.302141316,367258653.3732613,0.0092467746655886,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,1,0,3,5,0,0,0,0,191490344.10026905,14504870.017142836,2127985.079878463,1926089.742418623,322361086.4031225,0.0934177312840418,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,0,0,0,5,0,0,0,0,190855919.7805625,25102881.92460464,831929.5585953521,0.0,317256053.94364226,0.0134745893460811,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,2,0,0,6,0,0,0,0,185167878.2358563,10709965.83480394,1663859.1171907042,0.0,375800331.7216072,0.010442312746571,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,7,1,1,5,0,1,0,0,179232754.9315904,12554705.056956109,538619.0276035066,0.0,465977378.3981496,0.0095522898548047,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,192915168.3945979,15433449.263161108,0.0,0.0,309645869.8962341,0.0133990028599907,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,192223620.17482257,11720127.79071724,1234807.9716351442,0.0,326341623.7087809,0.0134136565039723,good_scen
0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,5,0,0,0,0,153710051.60195956,45998240.44245856,770682.0089473858,3450618.263338705,426420012.52360106,0.0162662035836034,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,1,1,0,6,0,0,0,0,198074435.211896,7626301.480394706,8318986.447912295,9110466.07286749,336323427.623538,0.0195088293123217,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,3,1,0,5,0,0,0,0,191490344.10026905,14504870.017142836,1663859.1171907042,5778269.22725587,326185512.9520299,0.0990401037643318,good_scen
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,176334674.70898262,14256989.513595872,1234807.9716351442,0.0,404147641.1127812,0.0122410200004514,good_scen
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,1,5,0,0,0,0,192726862.38411447,10018022.909064071,1002744.9902912652,1936492.67520684,329924411.4993566,0.0084590904635297,good_scen
