0_RfR 0,0_RfR 1,0_RfR 2,0_RfR 3,0_RfR 4,1_RfR 0,1_RfR 1,1_RfR 2,1_RfR 3,1_RfR 4,2_RfR 0,2_RfR 1,2_RfR 2,2_RfR 3,2_RfR 4,3_RfR 0,3_RfR 1,3_RfR 2,3_RfR 3,3_RfR 4,4_RfR 0,4_RfR 1,4_RfR 2,4_RfR 3,4_RfR 4,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.1_DikeIncrease 3,A.1_DikeIncrease 4,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.2_DikeIncrease 3,A.2_DikeIncrease 4,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.3_DikeIncrease 3,A.3_DikeIncrease 4,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.4_DikeIncrease 3,A.4_DikeIncrease 4,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.5_DikeIncrease 3,A.5_DikeIncrease 4,Total_period_Costs_0,Total_period_Costs_1,Expected Annual Damage A1_,Expected Annual Damage A2_,Expected Annual Damage A3_,Total Costs,Expected Number of Deaths_
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,1,0,90269475.12226602,22928996.21735117,0.0,0.0,1789528.5280862746,477746650.07322514,0.011839883257802393
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,2,0,0,3,0,2,0,2,1,2,5,0,0,1,0,152142261.05197123,867783.9931490147,0.0,0.0,0.0,328620170.7515933,0.0014684471812537857
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,71324127.4704846,52423745.84668134,0.0,4244386.741557168,0.0,422320259.80253714,0.07911631192847089
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,4,0,0,1,0,0,0,3,0,1,0,0,0,0,0,77428219.38547033,13769636.606061833,0.0,8488773.483114336,0.0,464641216.75387347,0.09587520918794115
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,6,2,0,0,0,0,76752093.17159745,11918659.966840137,0.0,20059604.467933383,5320575.886062231,273823968.01386356,0.0726815977049309
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,7,1,0,1,0,5,2,0,0,0,0,75014998.2727181,34560764.75829454,0.0,8604960.15394412,0.0,443337366.184226,0.002398232032763027
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,1,0,0,2,0,2,0,6,0,6,3,0,0,0,0,140393671.33082458,2337158.5330022974,0.0,1620787.91853836,0.0,299734588.54416263,0.0026402355362385712
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,2,6,0,1,0,0,0,2,0,71325411.38049585,23192859.77212873,0.0,8488773.483114336,0.0,473537128.69353837,0.007989709159268216
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,1,3,0,0,0,0,101875615.81777495,10070854.086931512,0.0,26627050.74792818,0.0,241386822.63921198,0.006589466970537256
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,3,2,0,5,3,5,3,0,0,0,0,81368003.40720673,46571619.66260778,0.0,5973725.31700098,5097370.713895951,335876084.92611533,0.013308490154118762
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,1,5,0,0,0,0,128131300.18058227,29145378.78579109,0.0,0.0,1424505.179375089,265039335.57107696,0.004118681098842536
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,4,3,2,2,0,0,0,0,99927060.98822434,8473539.846480092,0.0,11623293.050294288,0.0,414527418.17407215,0.06707183409054995
0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,7,0,6,0,0,3,0,0,77829265.84467651,68334246.38222063,0.0,5325410.149585636,0.0,418321486.70515704,0.008896660944764583
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,2,0,2,3,0,0,0,0,78500706.70661111,37967690.067796625,0.0,16775881.327935986,823855.1757706844,268630890.41198045,0.030545242222985054
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,0,0,0,78501670.43362626,53903856.485046625,0.0,6622040.484416323,6521875.89327104,252169734.31715482,0.005029924187724562
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,1,5,2,0,0,0,0,99927060.98822434,8473539.846480092,0.0,26627050.74792818,0.0,252734272.0385027,0.04680414847969296
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,2,2,2,0,0,0,0,76752606.00562179,59703413.324700065,0.0,5325410.149585636,6521875.89327104,295276101.1515539,0.027897789240798672
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0,3,0,99419574.31756368,23919249.128697537,0.0,10208435.047941186,2849010.358750178,340805518.7521556,0.014642956895876563
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,6,0,2,2,0,0,0,0,99927414.45973445,8473893.317990206,0.0,20059604.467933383,0.0,307210714.1637391,0.019833841227443867
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,1,3,0,0,0,0,82209402.30144642,6149265.3253563205,0.0,20059604.467933383,5320575.886062231,247372232.35953945,0.04140752838066118
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,7,0,5,4,0,0,0,0,120951529.87723602,5753287.821506541,0.0,10208435.047941186,4273515.538125267,277753494.9523922,0.02899638417312838
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5,0,5,1,0,0,1,0,72299438.15550542,45714473.95007309,0.0,5902880.572690356,1789528.5280862746,456024838.14556324,0.040211263700357366
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,5,2,1,2,0,0,0,0,102256193.59683844,48176786.36597871,0.0,12768210.725561922,0.0,272822020.971457,0.007407039628407771
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,7,3,0,1,0,2,0,4,2,0,0,0,0,124537000.89164796,5540067.814124291,0.0,0.0,2849010.358750178,339142403.40731335,0.009283679501378286
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,2,5,3,0,0,0,0,125505716.0932507,3735486.941002303,0.0,0.0,4273515.538125267,281394507.66229165,0.003571642780992589
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,3,0,0,5,1,2,3,0,3,0,0,135988916.74643496,5264484.168134389,0.0,1620787.91853836,0.0,342284937.9553636,0.009857015271106984
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,2,3,0,0,0,0,75738712.73611023,75087878.680387,0.0,5685809.659592006,0.0,315690619.1023648,0.029548891416559912
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,5,1,2,3,0,0,0,0,78501670.43362626,10894941.154144209,0.0,20059604.467933383,1647710.3515413688,280864941.00301737,0.004684958066176479
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,2,0,5,3,0,0,0,0,82209402.30144642,6149265.3253563205,0.0,20059604.467933383,2471565.5273120534,274337803.61982477,0.0340255345326765
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,5,0,5,3,0,0,0,0,117106036.51026493,29462770.216872364,0.0,1620787.91853836,1424505.179375089,274879748.7231534,0.01031565861593071
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,3,0,0,2,0,0,0,6,2,1,2,0,0,0,0,140658259.03609493,8808377.708478443,0.0,10473405.030077942,0.0,262914359.91234028,0.006877025859364661
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,2,3,0,0,0,0,117926324.20765686,5753672.666744502,0.0,6125061.028764711,7122525.896875445,290993309.6067146,0.005517898359694357
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,5,7,3,2,0,1,0,0,119836895.2286128,5864246.042691417,0.0,1620787.91853836,2849010.358750178,318904672.831699,0.00501024304912701
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,4,3,0,0,0,3,81368264.20656644,6429454.707562609,0.0,10650820.299171273,5921225.889666636,289413654.26983213,0.004451578725237156
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,3,2,3,0,0,0,0,78501670.43362626,14594202.362973925,0.0,10650820.299171273,3072215.530916458,285356253.5943879,0.005082612652603888
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,1,0,3,3,0,0,0,0,82200797.12391602,8273267.534767712,0.0,15976230.448756909,2471565.5273120534,281254013.3075293,0.006079160191561046
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,78500706.70661111,10893977.427129049,0.0,26627050.74792818,4119275.8788534217,218488357.8909618,0.05434749902052224
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,62911857.63529086,25656654.398188785,0.0,26627050.74792818,4119275.8788534217,281269297.04481447,0.14242181919551586
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,3,1,3,0,0,0,0,84447157.83558147,36381106.9654859,0.0,15524814.533418324,4657205.319597869,263974901.84015462,0.019656381603342238
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,96776579.79416232,3965329.709858901,0.0,18157859.364552714,0.0,453341069.0192798,0.009321292395100883
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,2,0,2,2,0,0,0,0,76752093.17159745,59703179.49794984,0.0,5325410.149585636,3672865.5345208626,303192646.55817026,0.07132930174191329
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,5,1,2,0,0,0,1,0,70690157.66450672,58050134.91994274,0.0,5367631.347880437,2431583.4741138117,397931710.57399386,0.00895867845384462
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,3,1,0,62911857.63529086,25656654.398188785,0.0,15976230.448756909,5320575.886062231,310778086.5474873,0.08317848412806716
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,3,3,2,0,5,0,5,2,0,2,0,0,96805446.03080003,4340644.97920024,0.0,16050147.886937879,0.0,468294015.2797581,0.0033382557971052542
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,7,0,0,4,0,0,2,0,2,0,1,0,4,3,0,1,0,0,105682834.02051052,4340644.97920024,0.0,8488773.483114336,0.0,467171718.47203314,0.0017712734752682684
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,1,0,0,0,6,0,0,1,3,3,2,0,0,0,0,93886016.92014551,8753296.088067511,0.0,8488773.483114336,0.0,428286338.8809615,0.003275199024253799
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,3,4,3,0,0,0,3,100843190.40053587,5605093.274211336,0.0,26627050.74792818,0.0,286647158.042919,0.037015910160640646
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,3,5,3,0,0,0,0,78567429.33549151,34328619.83648769,0.0,16233365.489625815,0.0,272457253.23121274,0.022859818982493084
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,4,2,1,3,0,0,0,0,103988180.34087658,48993534.3413083,0.0,12768210.725561922,0.0,247406517.27380103,0.004432428840313598
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,1,0,5,2,0,0,0,0,80461362.71983746,7174521.81847208,0.0,20059604.467933383,2471565.5273120534,285804574.1701201,0.00697846957279444
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,5,1,1,3,0,0,0,0,82209402.30144642,6149265.3253563205,0.0,10650820.299171273,3072215.530916458,292692082.81736267,0.03859522113637377
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,3,6,3,0,0,0,0,114226403.99734202,8374552.766095903,0.0,10208435.047941186,2849010.358750178,278661961.585305,0.029121263501920736
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,5,0,0,0,6,3,4,3,0,0,0,0,138768081.81959412,6175118.669810498,0.0,6257254.323565949,0.0,280400154.2732028,0.0031678030167030303
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,2,0,2,3,0,0,0,0,148294325.22915262,2326063.625542814,0.0,0.0,0.0,241858762.5191305,0.0027575385350158774
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,6,2,3,0,0,0,0,82200797.12391602,8273267.534767712,0.0,16775881.327935986,3072215.530916458,278848393.8330837,0.005242100233547494
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,1,1,2,4,0,0,0,0,85226522.1572731,8273402.05330768,0.0,16624545.616172252,1647710.3515413688,280276913.33288217,0.0036805438371318847
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5,1,0,0,1,0,3,0,1,0,2,1,5,2,0,0,0,0,80452412.10060236,28773556.508790392,0.0,10650820.299171273,823855.1757706844,391952173.0315572,0.008238847827601961
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,7,3,0,5,0,2,1,6,3,0,0,0,0,84825246.25133748,6149745.28560097,0.0,15976230.448756909,1647710.3515413688,343503080.5227038,0.004665013351257612
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,2,0,2,1,0,0,0,0,72300355.4442597,13952775.554997718,0.0,8488773.483114336,1789528.5280862746,418408787.5212265,0.006566188562715389
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,3,0,6,3,0,0,0,0,78500706.70661111,14593512.792205932,0.0,15976230.448756909,2471565.5273120534,295807970.73444617,0.04624277194927873
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,6,2,0,0,0,0,74183278.30313143,11925509.930983953,0.0,21221933.707785837,1193019.018724183,363023545.96003544,0.004323655887925561
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3,0,1,0,0,2,0,2,0,0,0,7,3,0,1,0,0,145100365.78000546,2019569.0905808331,0.0,0.0,0.0,360693399.52839994,0.007377346857810217
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,3,78501173.96819422,49499307.230782874,0.0,6622040.484416323,6521875.89327104,278099888.1612634,0.013662122359729325
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,6,0,6,3,0,0,0,0,117106354.22472823,6681209.273748367,0.0,972472.7511230159,4273515.538125267,320425889.6816917,0.004321601229385548
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,5,3,0,0,0,0,81368264.20656644,6429454.707562609,0.0,26627050.74792818,2471565.5273120534,244708895.30996767,0.005208676122628305
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,1,2,0,1,0,0,76752944.55620816,56004252.99682332,0.0,5325410.149585636,3672865.5345208626,314568280.3198392,0.006616433722059452
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,1,5,1,0,0,0,0,72299882.90156811,45714819.29973875,0.0,5902880.572690356,1789528.5280862746,455648687.6871652,0.019614749676035555
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,2,0,5,3,0,0,0,0,79875995.78283398,4937186.283830157,0.0,12733160.224671504,2982547.5468104575,397965661.8057186,0.003801183127596082
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,4,0,2,0,2,3,6,3,0,0,0,0,81368165.44798537,6429355.948981547,0.0,15976230.448756909,2471565.5273120534,303013460.5128011,0.006220299231017228
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,2,1,2,3,0,2,0,0,121806339.57677178,6356910.734189624,0.0,0.0,4273515.538125267,301757905.94724166,0.002913333715615186
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,5,2,0,0,0,0,99927790.02321395,8474268.881469702,0.0,20059604.467933383,0.0,285330133.1347376,0.0066112804091479575
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,2,0,6,3,0,0,0,0,82200931.642456,8273402.05330768,0.0,10650820.299171273,3072215.530916458,287356446.54090226,0.005042454233357184
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,6,2,0,0,0,0,99927647.80616106,8474126.664416805,0.0,15976230.448756909,0.0,304705468.522142,0.009032467122143912
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,2,0,5,2,0,0,0,0,124537094.9703795,5540161.892855826,0.0,0.0,2849010.358750178,338426968.84544516,0.007426943601102628
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,5,2,0,0,0,0,97316139.44211115,12183418.610033136,0.0,38812036.33354581,0.0,231750507.3985318,0.008998927190010149
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,7,2,3,0,0,0,0,127326901.64647466,29145635.177740723,0.0,0.0,6998303.739813531,260146937.3162132,0.004836671391400615
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,6,0,0,0,0,0,51621349.352526,67752434.79347791,0.0,4244386.741557168,2982547.5468104575,405114287.37004715,0.10837827836038208
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,4,3,0,3,0,0,0,0,117926324.20765686,5753672.666744502,0.0,6773376.196180054,5698020.717500356,311236449.401916,0.005442006815517094
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,3,0,2,4,7,3,0,0,0,0,147376746.184207,2094813.994312639,0.0,10473405.030077942,0.0,225331965.36030275,0.0022477370502167133
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,2,0,4,3,0,0,0,0,126210686.42422146,3429177.3621175103,0.0,0.0,4273515.538125267,275997861.8989593,0.0037995873855054246
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,5,0,2,2,0,0,0,0,100227208.31830895,7762407.266709162,0.0,38812036.33354581,0.0,243573722.92483374,0.05342720385887874
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,117106036.51026493,11085284.210631754,0.0,1620787.91853836,7122525.896875445,238755183.96157643,0.012495692758474362
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,0,1,0,3,0,0,0,5,0,1,2,0,0,0,0,76752093.17159745,31394092.418390144,0.0,10650820.299171273,823855.1757706844,370493557.86548567,0.07237752517207283
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,3,0,0,2,0,1,0,5,2,1,3,0,0,0,0,107059703.9241208,46372111.41412518,0.0,12768210.725561922,0.0,275247827.80826205,0.003032817241116139
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,6,3,0,0,0,0,82200576.40903005,8273046.819881745,0.0,26627050.74792818,1647710.3515413688,240353703.7325654,0.015891083486331233
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,76752093.17159745,11918659.966840137,0.0,26627050.74792818,4119275.8788534217,219393784.28133273,0.06864707691451377
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,2,0,6,3,0,0,0,0,82200242.071688,8272712.482539687,0.0,20059604.467933383,3896070.706687142,278177197.0996643,0.041046345954210035
